genesymbol	lfc_rna	ncbi_id	UniprotKB
Adh7	-5.8075523	11529	Q64437
Adh7	-5.8075523	11529	Q9D748
Adh5	-5.1720433	11532	P28474
Adh5	-5.1720433	11532	Q6P5I3
Acadm	0.10869354	11364	P45952
Atp6v0d2	-5.0894895	242341	Q80SY3
Aco1	-0.71282136	11428	P28271
Ndufb6	-3.1074061	230075	Q3UIU2
Ndufb6	-3.1074061	230075	A2AP31
Grhpr	-0.54164577	76238	Q91Z53
Grhpr	-0.54164577	76238	Q3T9Z2
Aldh1b1	-4.1797166	72535	Q9CZS1
Aldob	2.0518072	230163	Q91Y97
Aldob	2.0518072	230163	Q3TJ66
Aldob	2.0518072	230163	Q3UER1
Atp6v1g1	-1.5458419	66290	Q9CR51
Atp6v1g1	-1.5458419	66290	Q5HZY7
Aldoart1	0.9305582	353204	A6ZI46
Cyp2j6	-0.5127063	13110	O54750
Cyp2j6	-0.5127063	13110	Q8CC91
Cyp2j9	0.9412568	74519	Q924D1
Pgm2	0.63781023	66681	Q7TSV4
Plpp3	-0.3440705	67916	Q99JY8
Cpt2	-3.4898257	12896	P52825
Cpt2	-3.4898257	12896	Q3UN55
Gpx7	-2.2962487	67305	Q99LJ6
Gpx7	-2.2962487	67305	Q3TNK3
Cyp4a10	-2.377502	13117	O88833
Uqcrh	-0.87232536	66576	P99028
Akr1a1	-2.569521	58810	Q9JII6
Akr1a1	-2.569521	58810	Q540D7
Akr1a1	-2.569521	58810	Q80XJ7
Atp6v0b	-1.389804	114143	Q91V37
Atp6v0b	-1.389804	114143	Q3U889
Ndufs5	-3.4877923	595136	Q99LY9
Hmgcl	-0.22467375	15356	P38060
Lypla2	-0.8697808	26394	Q9WTL7
Pla2g2d	1.2518808	18782	Q9WVF6
Pla2g2d	1.2518808	18782	Q3TYT9
Pla2g5	4.6652737	18784	P97391
Pla2g5	4.6652737	18784	Q6GTW1
Sdhb	-2.920234	67680	Q9CQA3
Eno1	-1.4245274	13806	P17182
Eno1	-1.4245274	13806	Q5FW97
Hadha	0.46191192	97212	Q8BMS1
Hadhb	-0.2953182	231086	Q99JY0
Plb1	-1.2471328	665270	Q3TTY0
Plb1	-1.2471328	665270	Q8K255
Pisd	-0.6613422	320951	Q8BSF4
Pisd	-0.6613422	320951	E9PX91
Pisd	-0.6613422	320951	Q505E1
Acox3	-0.2618237	80911	Q9EPL9
Acox3	-0.2618237	80911	Q3TAW3
Pgm1	0.31913984	72157	Q9D0F9
Pgm1	0.31913984	72157	Q3U6X6
Cox7b2	1.4939607	78174	Q9D2H1
Cds1	3.5275264	74596	P98191
Atp5k	-1.4719039	11958	Q06185
Dgkq	0.94127643	110524	Q6P5E8
Acacb	-1.559301	100705	E9Q4Z2
Acacb	-1.559301	100705	Q3UHC8
Acacb	-1.559301	100705	Q9ESZ3
Acads	-0.36154914	11409	Q07417
Cox6a1	-1.8790712	12861	P43024
Cox6a1	-1.8790712	12861	Q9DCW5
Aldh2	-1.1334615	11669	P47738
Aldh2	-1.1334615	11669	A0A0G2JEU1
Aldh2	-1.1334615	11669	Q544B1
Atp6v0a2	2.0438788	21871	P15920
Aacs	-1.5951006	78894	Q9D2R0
Mdh2	-3.5112557	17448	P08249
Ache	-0.91764873	11423	P21836
Ache	-0.91764873	11423	Q543Z1
Cyp3a13	3.174702	13113	Q64464
Cyp3a13	3.174702	13113	Q3UW87
Atp5j2	-2.0871825	57423	P56135
Ndufa4	-2.6353283	17992	Q62425
Ndufa5	-2.1585972	68202	Q9CPP6
Ndufa5	-2.1585972	68202	D3YTQ8
Atp6v1f	-0.9700144	66144	Q9D1K2
Akr1b3	-2.8372743	11677	P45376
Akr1b3	-2.8372743	11677	Q3UDY1
Akr1b8	-2.8436508	14187	P45377
Akr1b10	2.5069363	67861	G5E895
Akr1b10	2.5069363	67861	Q8BIV6
Akr1b7	-3.4651713	11997	P21300
Akr1b7	-3.4651713	11997	Q5M9J9
Bpgm	-1.3903522	12183	P15327
Dgki	6.7825694	320127	D3YWQ0
Atp6v0a4	2.7805524	140494	Q920R6
Atp6v0a4	2.7805524	140494	Q3UP55
Tbxas1	3.6851418	21391	P36423
Tbxas1	3.6851418	21391	Q3UTF0
Ndufb2	-3.1198118	68198	Q9CPU2
Agk	-0.27919307	69923	Q9ESW4
Atp6v0e2	-0.38736105	76252	Q91XE7
Atp6v0e2	-0.38736105	76252	A0A0N4SVQ2
Cycs	-1.959263	13063	P62897
Cycs	-1.959263	13063	Q56A15
Hibadh	-0.066832006	58875	Q99L13
Hpgds	2.3385968	54486	Q9JHF7
Suclg1	-1.2717992	56451	Q9WUM5
Hk2	-1.0117761	15277	O08528
Atp6v1b1	0.3251329	110935	Q91YH6
Mgll	4.692777	23945	O35678
Mgll	4.692777	23945	E9Q3B9
Mgll	4.692777	23945	Q3UFN1
Suclg2	1.1269088	20917	Q9Z2I8
Atp6v1e1	-0.68977654	11973	P50518
Lpcat3	0.3539647	14792	Q91V01
Eno2	3.9706779	13807	P17183
Eno2	3.9706779	13807	D3Z6E4
Eno2	3.9706779	13807	Q545V3
Tpi1	-0.18276305	21991	P17751
Gapdh	-9.477875	14433	P16858
Gapdh	-9.477875	14433	A0A0A0MQF6
Gapdh	-9.477875	14433	D2KHZ9
Ndufa9	-2.9070783	66108	Q9DC69
Ldhb	-1.426214	16832	P16125
Ldhb	-1.426214	16832	A0A6I8MX27
Etnk1	2.433684	75320	Q9D4V0
Bcat1	-0.21274395	12035	P24288
Bcat1	-0.21274395	12035	Q3TJN1
Bcat1	-0.21274395	12035	Q8CBC8
Ndufa3	-2.418716	66091	Q9CQ91
Mboat7	1.3256538	77582	Q8CHK3
Cox6b2	-4.3643384	333182	Q80ZN9
Cox6b2	-4.3643384	333182	Q059Q8
Cox6b2	-4.3643384	333182	S4R2Q6
Cox6b2	-4.3643384	333182	V9GXN3
Pla2g4c	2.7100792	232889	Q64GA5
Bckdha	0.07721864	12039	Q3U3J1
Pld3	0.20285589	18807	O35405
Cox7a1	-1.6277003	12865	P56392
Cox7a1	-1.6277003	12865	Q792A4
Cox6b1	-2.2607436	110323	P56391
Atp4a	-4.1167865	11944	Q64436
Atp4a	-4.1167865	11944	Q91WH7
Gapdhs	6.82024	14447	Q64467
Gapdhs	6.82024	14447	A0A0R4J0X7
Gapdhs	6.82024	14447	S4R2G5
Gpi1	-0.09458159	14751	P06745
Il4i1	2.8653119	14204	O09046
Il4i1	2.8653119	14204	A0A0R4J0C2
Cpt1c	0.8276935	78070	Q8BGD5
Bcat2	-0.19902202	12036	O35855
Bcat2	-0.19902202	12036	O88374
Bcat2	-0.19902202	12036	Q3ULU3
Ldha	-2.4887443	16828	P06151
Ldha	-2.4887443	16828	A0A1B0GSX0
Ldha	-2.4887443	16828	Q564E2
Mcee	0.39463738	73724	Q9D1I5
Idh2	-2.0636268	269951	P54071
Me3	6.505934	109264	Q8BMF3
Ndufc2	-3.077289	68197	Q9CQ54
Dgat2	-1.1612095	67800	Q9DCV3
Mogat2	-3.4184291	233549	Q80W94
Uqcrc2	-2.189575	67003	Q9DB77
Ndufab1	-4.5185657	70316	Q9CR21
Ndufab1	-4.5185657	70316	Q569N0
Aldoa	-0.6202836	11674	P05064
Aldoa	-0.6202836	11674	A6ZI44
Aldoa	-0.6202836	11674	Q5FWB7
Cdipt	0.20887837	52858	Q8VDP6
Cdipt	0.20887837	52858	A0A0U1RPV3
Cox6a2	-5.4567275	12862	P43023
Plpp4	1.8223082	381925	Q0VBU9
Acadsb	1.2825928	66885	Q9DBL1
Lhpp	-2.0160353	76429	Q9D7I5
Echs1	-2.2198687	93747	Q8BH95
Cyp2e1	-6.394855	13106	Q05421
Ptdss2	-0.23034686	27388	Q9Z1X2
Pnpla2	-1.412844	66853	Q8BJ56
Ppa1	-2.7794988	67895	Q9D819
Ppa1	-2.7794988	67895	Q4FK49
Hk1	0.31264424	15275	P17710
Hk1	0.31264424	15275	B4YB29
Hk1	0.31264424	15275	G3UVV4
Hk1	0.31264424	15275	Q3TTB4
Hk1	0.31264424	15275	Q6GQU1
Hkdc1	4.335189	216019	Q91W97
Ggt1	-4.216292	14598	Q60928
Ggt1	-4.216292	14598	Q4FK56
Pfkl	-0.5439919	18641	P12382
Agpat3	1.2795593	28169	Q9D517
Plpp2	-7.1929455	50784	Q9DAX2
Plpp2	-7.1929455	50784	A0A1W2P7I9
Plpp2	-7.1929455	50784	G3XA61
Atp5d	-1.8432994	66043	Q9D3D9
Atp5d	-1.8432994	66043	D3Z7S4
Atp5d	-1.8432994	66043	Q4FK74
Ndufs7	-2.4992902	75406	Q9DC70
Uqcr11	-1.7440082	66594	Q9CPX8
Chpt1	3.2147505	212862	Q8C025
Chpt1	3.2147505	212862	D3YU39
Lta4h	-0.9607543	16993	P24527
Ndufa12	-2.9774935	66414	Q7TMF3
Ndufa12	-2.9774935	66414	A0A0R4J275
Ndufa4l2	-1.5921845	407790	Q4FZG9
Ptges3	0.1702865	56351	Q9R0Q7
Atp5b	-2.5087326	11947	P56480
Cs	0.013608749	12974	Q9CZU6
Dgka	1.0240208	13139	O88673
Pnpla6	0.0059851194	50767	Q3TRM4
Pnpla6	0.0059851194	50767	A0A140LI54
Agpat5	0.4104498	52123	Q9D1E8
Gpat4	-0.26236087	102247	Q8K2C8
Plpp5	-1.5450797	71910	Q3UMZ3
Plpp5	-1.5450797	71910	Q6P6K4
Acsl1	1.580579	14081	P41216
Lpl	-3.8827548	16956	P11152
Atp6v1b2	0.41493073	11966	P62814
Ndufb7	-1.9745765	66916	Q9CR61
Gcdh	-0.0071947463	270076	Q60759
Gcdh	-0.0071947463	270076	A0A0A0MQ68
Gcdh	-0.0071947463	270076	Q8BVD4
Lpcat2	1.2565011	270084	Q8BYI6
Atp6v0d1	-0.894481	11972	P51863
Lcat	1.1508133	16816	P16301
Pla2g15	0.6955291	192654	Q8VEB4
Ldhd	3.711857	52815	Q7TNG8
Gnpat	0.7273105	14712	P98192
Gnpat	0.7273105	14712	Q545P6
Gnpat	0.7273105	14712	Q9CT84
Pdhb	-0.91641194	68263	Q9D051
Ogdhl	8.331251	239017	B2RXT3
Ogdhl	8.331251	239017	E9Q7L0
Pck2	2.2450955	74551	Q8BH04
Pck2	2.2450955	74551	A0A0R4J0G0
Atp12a	5.6382756	192113	Q9Z1W8
Ephx2	0.6508579	13850	P34914
Ephx2	0.6508579	13850	A8JYK8
Ephx2	0.6508579	13850	Q3UQ71
Sucla2	-0.8342819	20916	Q9Z2I9
Dgkh	8.177499	380921	D3YXJ0
Dgkh	8.177499	380921	A0A2I3BQ43
Dgkh	8.177499	380921	A0JP53
Pcca	2.127168	110821	Q91ZA3
Pcca	2.127168	110821	Q3UGC8
Acad8	-0.6500578	66948	Q9D7B6
Acad8	-0.6500578	66948	A0A0R4J0P1
Atp5l	-2.1641726	27425	Q9CPQ8
Sdhd	-2.1192954	66925	Q9CXV1
Dlat	0.27986744	235339	Q8BMF4
Acat1	-2.388228	110446	Q8QZT1
Idh3a	-1.3196453	67834	Q9D6R2
Acsbg1	-3.134404	94180	Q99PU5
Cox5a	-3.013329	12858	P12787
Adpgk	-1.0255895	72141	Q8VDL4
Adpgk	-1.0255895	72141	A0A1L1SSF2
Pkm	-0.5807169	18746	P52480
Lipc	3.4519224	15450	P27656
Lipc	3.4519224	15450	Q3TYU0
Hmgcll1	1.9551014	208982	Q8JZS7
Cox7a2	-1.5185466	12866	P48771
Bckdhb	0.3041091	12040	Q6P3A8
Me1	0.44361007	17436	P06801
Me1	0.44361007	17436	Q3TQP6
Pccb	-0.5731405	66904	Q99MN9
Pccb	-0.5731405	66904	E9Q1J7
Pccb	-0.5731405	66904	Q3UYS0
Glyctk	1.7120925	235582	Q8QZY2
Glyctk	1.7120925	235582	A0A0R4J1H2
Gpx1	-0.66159725	14775	P11352
Gpx1	-0.66159725	14775	A0A0A6YVV2
Uqcrc1	-3.1992543	22273	Q9CZ13
Gpd1l	0.3158168	333433	Q3ULJ0
Gpd1l	0.3158168	333433	B2RSR7
Acaa1b	-0.8621424	235674	Q8VCH0
Acaa1b	-0.8621424	235674	Q3UKM0
Acaa1a	-1.5590152	113868	Q921H8
Pla2g3	3.9753752	237625	Q8BZT7
Pla2g3	3.9753752	237625	Q6AXH0
Uqcr10	-0.50772333	66152	Q8R1I1
Uqcr10	-0.50772333	66152	Q5NCJ9
Pgam2	1.1323508	56012	O70250
Pgam2	1.1323508	56012	Q5NCI4
Gck	-2.2958443	103988	P52792
Gck	-2.2958443	103988	Q5SVI5
Gck	-2.2958443	103988	Q5SVI6
Ogdh	1.6044798	18293	Q60597
Ogdh	1.6044798	18293	Z4YJV4
Mdh1	-1.1916535	17449	P14152
Mdh1	-1.1916535	17449	A0A5F8MPN8
Acyp2	1.7691253	75572	P56375
Uqcrq	-1.7648764	22272	Q9CQ69
Acsl6	1.1201677	216739	Q91WC3
Acsl6	1.1201677	216739	Q5F2D0
Acsl6	1.1201677	216739	Q5ICG4
Acsl6	1.1201677	216739	Q5ICG5
Acsl6	1.1201677	216739	Q8R1X1
Gpx3	-0.23585105	14778	P46412
Pemt	-0.82226825	18618	Q61907
Aldh3a1	0.69932735	11670	P47739
Aldh3a1	0.69932735	11670	Q3UNF5
Aldh3a2	1.482359	11671	P47740
Aldh3a2	1.482359	11671	B1AV77
Cox10	0.40328577	70383	Q8CFY5
Cox10	0.40328577	70383	Q3U3N1
Cox10	0.40328577	70383	Q3UDN4
Adprm	0.39388794	66358	Q99KS6
Alox8	0.9544535	11688	O35936
Acadvl	-2.0727706	11370	P50544
Alox15	-2.2861104	11687	P39654
Alox15	-2.2861104	11687	A2CF88
Pld2	-3.2849617	18806	P97813
Pld2	-3.2849617	18806	Q3UNY4
Pld2	-3.2849617	18806	Q5SXG5
Pld2	-3.2849617	18806	Q6NV49
Pld2	-3.2849617	18806	Q80ZW1
Eno3	-1.1228973	13808	P21550
Aldoc	-0.6013274	11676	P05063
Acaca	0.26759282	107476	Q5SWU9
Dgke	2.2910862	56077	Q9R1C6
Cox11	0.0686279	69802	Q6P8I6
Atp5g1	-2.0158103	11951	Q9CR84
Acly	-0.84917706	104112	Q91V92
Acly	-0.84917706	104112	Q3V117
Atp6v0a1	2.750707	11975	Q9Z1G4
Atp6v0a1	2.750707	11975	Q3TXT5
Atp6v0a1	2.750707	11975	Q3TY98
G6pc3	-0.31917715	68401	Q6NSQ9
Atp5h	-2.6300776	71679	Q9DCX2
Acox1	0.9792508	11430	Q9R0H0
Pgs1	-0.43939498	74451	Q8BHF7
Pgs1	-0.43939498	74451	B9EKS7
Pcyt2	-0.5302881	68671	Q922E4
Pcyt2	-0.5302881	68671	A2ABY3
Pcyt2	-0.5302881	68671	Q3USD5
Pfkp	1.3920413	56421	Q9WUA3
Pfkp	1.3920413	56421	Q8C605
Mboat1	-3.1935692	218121	Q8BH98
Uqcrfs1	-2.1471872	66694	Q9CR68
Eci3	-5.4271355	69123	Q78JN3
Eci2	-2.7328253	23986	Q9WUR2
Auh	0.36840975	11992	Q9JLZ3
Auh	0.36840975	11992	A0A0R4J023
Auh	0.36840975	11992	E9QMT1
Fbp2	-3.0864666	14120	P70695
Fbp2	-3.0864666	14120	Q3TKP4
Fbp1	2.446133	14121	Q9QXD6
Uqcrb	-2.4325542	67530	Q9CQB4
Ptdss1	-0.05470951	19210	Q99LH2
Ndufs6	-1.8833828	407785	P52503
Lpcat1	-0.045312103	210992	Q3TFD2
Sdha	0.36224055	66945	Q8K2B3
Cox7c	-1.2598895	12867	P17665
Mccc2	-0.4460499	78038	Q3ULD5
Mccc2	-0.4460499	78038	B2RUK5
Mccc2	-0.4460499	78038	Q6PD20
Plpp1	-0.92182344	19012	Q61469
Gpx8	-4.419829	69590	Q9D7B7
Gpx8	-4.419829	69590	A0A338P7G6
Ndufs4	-1.2885338	17993	Q9CXZ1
Ndufs4	-1.2885338	17993	E9QPX3
Hmgcs1	-2.6292589	208715	Q8JZK9
Lpin1	1.3105445	14245	Q91ZP3
Lpin1	1.3105445	14245	A0A1Y7VLN4
Lpin1	1.3105445	14245	A0A5F8MQ53
Lpin1	1.3105445	14245	E9QKQ5
Lpin1	1.3105445	14245	Q8CD95
Atp6v1c2	-1.1144338	68775	Q99L60
Mboat2	1.6502815	67216	Q8R3I2
Mboat2	1.6502815	67216	Q8BN01
Dld	-0.5738399	13382	O08749
Dgkb	8.03226	217480	Q6NS52
Gpx2	-0.5245564	14776	Q9JHC0
Atp6v1d	-1.0393062	73834	P57746
Atp6v1d	-1.0393062	73834	Q3U861
Aldh6a1	1.1003882	104776	Q9EQ20
Aldh6a1	1.1003882	104776	Q8K0L1
Dlst	0.9516888	78920	Q9D2G2
Acyp1	-1.0174502	66204	P56376
Acyp1	-1.0174502	66204	Q4VAF0
Oxct1	-0.39928317	67041	Q9D0K2
Cox6c	-1.625281	12864	Q9CPQ1
Atp6v1c1	0.52183664	66335	Q9Z1G3
Ndufb9	-1.8752115	66218	Q9CQJ8
Cyc1	-2.222272	66445	Q9D0M3
Dgat1	0.224713	13350	Q9Z2A7
Dgat1	0.224713	13350	Q54AA6
Pla2g6	0.8304169	53357	P97819
Pla2g6	0.8304169	53357	Q3U613
Pla2g6	0.8304169	53357	Q3UN31
Aco2	-0.84093297	11429	Q99KI0
Ndufa6	-1.5041974	67130	Q9CQZ5
Pnpla3	1.4964304	116939	Q91WW7
Pnpla3	1.4964304	116939	E9QNZ9
Chkb	-11.256839	12651	O55229
Chkb	-11.256839	12651	Q54AG5
Pfkm	-0.14475301	18642	P47857
Gpd1	5.320326	14555	P13707
Atp5g2	-1.1632315	67942	P56383
Abat	2.2308238	268860	P61922
Pla2g10	3.1649837	26565	Q9QXX3
Pla2g10	3.1649837	26565	Q8C5Y6
Pla2g10	3.1649837	26565	Q8K130
Ehhadh	4.095308	74147	Q9DBM2
Dgkg	5.429567	110197	Q91WG7
Dgkg	5.429567	110197	Q570Z5
Dgkg	5.429567	110197	Q8C413
Pcyt1a	0.5521034	13026	P49586
Ndufb4	-4.6620398	68194	Q9CQC7
Cox17	0.520801	12856	P56394
Cox17	0.520801	12856	Q54AC6
Pla1a	2.1001143	85031	Q8VI78
Atp6v1a	2.2060933	11964	P50516
Atp5j	-1.2967067	11957	P97450
Atp5o	-5.8329577	28080	Q9DB20
Cbr1	-2.9273195	12408	P48758
Cbr1	-2.9273195	12408	B2RXY7
Cbr3	1.9338005	109857	Q8K354
Agpat4	-0.66905713	68262	Q8K4X7
Acat3	4.7070093	224530	Q80X81
Acat2	-4.31518	110460	Q8CAY6
Eci1	-0.77117556	13177	P42125
Ndufb10	-1.4459293	68342	Q9DCS9
Hagh	-0.484944	14651	Q99KB8
Hagh	-0.484944	14651	A0A0R4J052
Hagh	-0.484944	14651	G5E8T9
Atp6v0e	-0.7578287	11974	Q9CQD8
Glo1	-1.5812099	109801	Q9CPU0
Glo1	-1.5812099	109801	A5GZX3
Ndufv3	-2.0577483	78330	Q8BK30
Ndufv3	-2.0577483	78330	Q3U422
Ndufa7	-1.8188986	66416	Q9Z1P6
Agpat1	1.2735881	55979	O35083
Agpat1	1.2735881	55979	A0A0R4J263
Atp6v1g2	1.9137254	66237	Q9WTT4
Atp6v1g2	1.9137254	66237	G5E923
Atp6v1g2	1.9137254	66237	Q54A87
Ndufa11	-2.5287597	69875	G5E814
Ndufv2	-2.5986414	72900	Q9D6J6
Lclat1	2.7857962	225010	Q3UN02
Lclat1	2.7857962	225010	B0V2Q7
Galm	3.7279985	319625	Q8K157
Cox7a2l	-0.8658093	20463	Q61387
Cox7a2l	-0.8658093	20463	E9PZS8
Cox7a2l	-0.8658093	20463	Q3UDK5
Atp6v1e2	-3.4426446	74915	Q9D593
Ndufa2	-0.53416026	17991	Q9CQ75
Eno1b	2.125572	433182	P17182
Eno1b	2.125572	433182	Q5FW97
Aldh7a1	0.2508534	110695	Q9DBF1
Me2	0.7971446	107029	Q99KE1
Acaa2	-4.6616254	52538	Q8BWT1
Lipg	2.0917451	16891	Q9WVG5
Lipg	2.0917451	16891	C0LQ91
Lipg	2.0917451	16891	Q3U5K0
Lipg	2.0917451	16891	Q3U713
Lipg	2.0917451	16891	Q3U807
Lipg	2.0917451	16891	Q3UDI6
Atp5a1	-1.3380495	11946	Q03265
Cpt1a	-2.8204556	12894	P97742
Cpt1a	-2.8204556	12894	Q3UGT1
Cpt1a	-2.8204556	12894	Q7TQD5
Chka	0.8454534	12660	O54804
Tcirg1	-2.032243	27060	Q9JHF5
Ndufs8	-2.335382	225887	Q8K3J1
Ndufs8	-2.335382	225887	Q3UY05
Ndufs8	-2.335382	225887	Q5M9P5
Aldh3b1	6.0466504	67689	Q80VQ0
Aldh3b1	6.0466504	67689	Q3TX25
Aldh3b2	-1.2764148	621603	E9Q3E1
Ndufv1	-2.537478	17995	Q91YT0
Pcx	1.7611542	18563	E9QPD7
Pcx	1.7611542	18563	G5E8R3
Pcx	1.7611542	18563	Q3UFS6
Pcx	1.7611542	18563	Q8BP54
Cox8a	0.21368599	12868	Q64445
Tkfc	-2.7423851	225913	Q8VC30
Minpp1	0.26188874	17330	Q9Z2L6
Pgam1	-0.5199245	18648	Q9DBJ1
Pgam1	-0.5199245	18648	Q3U7Z6
Cox15	0.13972059	226139	Q8BJ03
Ndufb8	-3.3107471	67264	Q9D6J5
Ndufb8	-3.3107471	67264	Q3V406
Gpam	3.8018425	14732	Q61586
Acsl5	0.9425699	433256	Q8JZR0
Acsl5	0.9425699	433256	Q3UC67
Pnlip	-2.4026275	69060	Q6P8U6
Pnliprp1	-3.4294183	18946	Q5BKQ4
Pnliprp2	1.6137004	18947	P17892
Eno4	4.3052387	226265	Q8C042
Eno4	4.3052387	226265	A0A0J9YUP0
